Quote,Tags,Mood,Tone,Category,Usage Context,Character Count,Estimated Spoken Duration (s),Related Quotes
Trivialities in life can make great conversation pieces,General,Neutral,Reflective,General,Anytime Wisdom,55,4.1,Too much education may make you blind to life itself; Wicked are wars that see human beings as chess pieces; If bored try to make it an objective to make someone happy and see how that feels
The world is strange as no one gets envious if you are last,General,Neutral,Reflective,General,Anytime Wisdom,59,4.4,It is strange how we only see the good in people if they conform to our petty mannerisms; What you do not understand about this world ‘may' be for your own safety; If you raise some beast to be too smart strange things may happen
Love in any form does not necessarily need verbal communication,Love,Neutral,Reflective,Relationships,Anytime Wisdom,63,4.7,"Help others find love that need it so; Things always happen for a reason, not necessarily yours on lesse you will it; Keep in communication with your family because people change fast"
Just because someone doesn't work does not mean they are stupid,General,Neutral,Reflective,Life Advice,Anytime Wisdom,63,4.7,"Just because you may know everything does not mean you can't listen; Pray like you mean it; If you cannot work around the standard times, then make work suit your schedules"
Having older friends is the quickest path to maturity,General,Neutral,Reflective,Human Nature,Anytime Wisdom,53,4,Without friends nothing would ever get done - ultimately...; Learning from history is the quickest way to wisdom; True friends will take a stab for you
The representation of the self is aligned with the surroundings,General,Neutral,Reflective,General,Anytime Wisdom,63,4.7,Only use superstition as a means to inspire positively the self - nothing else; Speak highly of your friends because it reflect your own self ultimately; Hesitating is a common nature in all as an act of self preservation
Great thinkers and doers may even be lazy,General,Neutral,Reflective,General,Anytime Wisdom,41,3.1,Working is just as hard for some people as enjoying a lazy time - whom to pity?; There is always a GREAT place for you in God's plan; Stupid things we do can turn into great tales
Group psychology should never be abused,General,Neutral,Advisory,General,Anytime Wisdom,39,2.9,"Do not let your any secular group bias your entire view of the world without thought; Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason"
Understanding the value of sentience gives us something to fight for,General,Neutral,Reflective,General,Anytime Wisdom,68,5.1,"Higher sentience sometimes is perceived odd; Favouritism will only get you so far but it gives you identity; It is a valuable lesson to ponder deeply about the value of humanity, and what is not"
"When purchasing someone a gift book for someone, be sure you know them well",General,Neutral,Reflective,General,Daily Motivation,75,5.6,If you plan a joke make sure you know the language first; If someone gives you something precious of theirs make sure you know their reasons; Imagination well used may be better than reading a good book
An overflowing wallet only amounts to troubles,General,Neutral,Reflective,General,Anytime Wisdom,46,3.5,"Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason; Never fully trust someone without noble values"
Mankind's capacity to survive establishes them as adaptable - what of the individual?,General,Neutral,Reflective,General,Anytime Wisdom,85,6.4,"Anyone with the capacity to love deserves some respect; Once you survive rock bottom the world looks different; If you survive this lifetime, onto the next, be sure to aide those who suffered previously"
Elegant creatures become renowned through insignias,General,Neutral,Reflective,General,Daily Motivation,51,3.8,"Some creatures never cease to inspire the mind of a thinker; Intelligent creatures, whatever type, are capable of attempting magic - be warned; Compare yourself to others only in a noble and just manner - lest you create envy in others"
It is possible to be mentally fearless but your nerves may not react the same way,Fear,Neutral,Reflective,General,Anytime Wisdom,81,6.1,Believing it is possible takes you most of the way there; If your cause is fair then there is always a way; If time travel is possible it is pre-ordained
Resorting to sweet words for seduction is called cheating,General,Neutral,Reflective,General,Anytime Wisdom,57,4.3,"Cheating with humour may be ethical; There is so much beauty in words and it is words that conquers a nation; Paranoia is useless, it is called being cautious - learn to communicate and it goes away"
Deforming your innate character for the better will add a history of hurt,General,Neutral,Reflective,General,Anytime Wisdom,73,5.5,"Sometimes the mind serves as a better repository of history than paper, so use it; The best people in the world are not full of money but have character; When examining history some things are obvious"
Possessive beeth it whom never let others divulge their thoughts,General,Neutral,Advisory,General,Anytime Wisdom,64,4.8,"Thoughts put forth, even at in an impulse, at times convey much; Learn to ‘let go' when time mandates it so; Never let imagination control your reasoning"
SYLLAS is not an abnormality,General,Neutral,Reflective,General,Anytime Wisdom,28,2.1,"Some people will never understand the meaning of SYLLAS; Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason"
Doing favours when bored solves problems,General,Neutral,Reflective,General,Anytime Wisdom,40,3,Get in the habit of doing some good deeds every once in a while at least - good happens; If someone has been telling you his/her same problems for years then do something; If bored reminiscence on the things you did to pass time when younger
There was no sense in diversity in the past,General,Neutral,Reflective,General,Anytime Wisdom,43,3.2,"Do not completely underestimate the wisdom from the past; Every sinner has a past and every saint a future; There is consensus in natures' beauty, but then diversity necessity intervenes"
When fighting for sheer survival then inner characters get unveiled,General,Neutral,Reflective,General,Anytime Wisdom,67,5,"The inner being may be hard to change, in some cases impossible; If incapable to make a difference project your sheer spirit; The ultimate measure of man stands in the face of sheer evil"
In making a passive point sometimes it is good to go straight to the extremes,General,Neutral,Reflective,General,Anytime Wisdom,77,5.8,Comparing yourself to others is wrong but we all do it at one point; Be careful before making an oath; Food tastes better when passionate emotions are used in the making
"If someone needs a bit of money for a life changing operation, consider charity deeply",General,Neutral,Reflective,General,Anytime Wisdom,86,6.5,Just a little bit of money in the right hands can save lives - start by helping those close; If you at first try and don't succeed consider a different approach; The best people in the world are not full of money but have character
It is not much effort to tidy your bed when staying as guest,General,Neutral,Reflective,General,Anytime Wisdom,60,4.5,"Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason; Never fully trust someone without noble values"
"Eating together on one table, as a family, is a luxury a wide number do not have",General,Neutral,Advisory,General,Anytime Wisdom,80,6,Think deeply at the number of close friends you have and now realise how isolated you are within the context of the whole wide world; Art is now a luxury of which all can afford but still few understand; We can appreciate food better if we know what we are eating
A competitive workplace is hazardous when members differ in skills,General,Neutral,Reflective,Life Advice,Anytime Wisdom,66,5,"Revenge in the workplace can only be accomplished through competency; Everyone's idea of genuine love may differ, but similarities always persist; Allowing music to control your senses and emotions can be hazardous"
Learn to do your research before committing to something,General,Neutral,Reflective,General,Anytime Wisdom,56,4.2,Learn what reason is; You can't learn something new from just about anything; There are perks at every job; you just have to learn how to find them
The hearts of men are swayed by noble ideals,General,Neutral,Reflective,General,Anytime Wisdom,44,3.3,Some noble ideals are worth pursuing but mayhap not throughout all known territory; Certain ideals are admirable by both evil and good alike; Effeminate behaviour in men is an indication of severe hardship
Manipulation of someone is best starting at the primeval point - a suggestive seed,General,Neutral,Reflective,General,Anytime Wisdom,82,6.2,Comparing yourself to others is wrong but we all do it at one point; In making a passive point sometimes it is good to go straight to the extremes; It is best to live with some values than none
Originality is almost always readily noticeable,General,Neutral,Advisory,General,Anytime Wisdom,47,3.5,"Some dreams cannot be readily interpreted without a clear sequel; Plants, even plastic ones, are luxuries readily attainable; The simple pleasures, like flying a kite, or using a bike, can be made readily available"
A genuine philosopher is wise,General,Neutral,Reflective,General,Anytime Wisdom,29,2.2,"Truth is for the wise; Every genuine artist has his/her own style; Life in fame is utter damnation to the wise, but if you are smart..."
There is no glory in trespass of the law - just shame,General,Neutral,Reflective,General,Anytime Wisdom,53,4,"There is no shame in living a life of plenty, however not helping others when in position - major shame; If God exists it does seem reasonable that it be ordering ‘all' to its greater glory; There is no shame in living with hoards of wealth selfishly if with ‘good' reason"
If work is your home then less mental stress follows,General,Neutral,Reflective,Life Advice,Anytime Wisdom,52,3.9,"If you cannot work around the standard times, then make work suit your schedules; Mental conditioning is best done by oneself with reason; Success is realizing you are at home base and scored a homerun"
With advents of modern technology you would imagine perfect imitation meat possible,General,Reflective,Reflective,General,Anytime Wisdom,83,6.2,The most perfect individuals are often unknown; Embrace technology but relish simplicity; It is hard to imagine venomous animals to be friend of man
Some individuals will never experience pain or suffering - feel happy for them,General,Somber,Advisory,General,Anytime Wisdom,78,5.9,Be happy for others; If it hurts for you to see someone else in pain then maybe you are not without hope; The good ones suffer from seeing others in pain
If current times are hard try something fun,Humor,Neutral,Reflective,General,Lighthearted Moment,43,3.2,"It is always fun helping; Believe in yourself, but if unable to do so at times then rely on others; The inner being may be hard to change, in some cases impossible"
Ironically there is always a way to compromise safety,General,Neutral,Advisory,General,Anytime Wisdom,53,4,"What you do not understand about this world ‘may' be for your own safety; Pursue your passion and not the money, and if a compromise may be found, so be it; If your cause is fair then there is always a way"
"You may not think yourself evil, but ponder every time you put yourself ahead",Ethics,Serious,Reflective,Ethics,Anytime Wisdom,77,5.8,"Arational is he that does not think ahead; Always pay your dues, ahead of time preferably, because rewards are often associated; If you think your experience is unique, think again, you are only human"
There is no death in heaven?!? How do all things end then?,Mortality,Somber,Reflective,General,Anytime Wisdom,58,4.4,"Death is no easy way out as the afterlife is never certain as such; Contemplate over the death of individuals and in the process rediscover yourself; However bad things may become, after experiencing downfall once it can all be again"
Be careful who you joke about conspiracy cults with,General,Neutral,Witty,General,Anytime Wisdom,51,3.8,Be careful before making an oath; If you plan a joke make sure you know the language first; Gossip is an invasion of one's privacy so be careful
Do not let your any secular group bias your entire view of the world without thought,General,Neutral,Advisory,General,Anytime Wisdom,84,6.3,Learning without thought means hardship is spared - thought without learning is circular; Group psychology should never be abused; What you do not understand about this world ‘may' be for your own safety
Suillagic terminology ought not be used in love sonnets,Love,Neutral,Reflective,Relationships,Anytime Wisdom,55,4.1,"If you love a certain creature, or thing, ought you not be trying to protect it?; Imagination well used may be better than reading a good book; Senryu truly ought never be too short"
"If you survive this lifetime, onto the next, be sure to aide those who suffered previously",General,Somber,Reflective,General,Anytime Wisdom,90,6.8,Once you survive rock bottom the world looks different; Everyone's lifetime/cycle is different - have you planned ahead?; If it is imperative that you reach someone then be sure there is always a way
A beer tastes better for a man if passed by a woman if the ambience is right,General,Neutral,Reflective,General,Anytime Wisdom,76,5.7,A man can be happy with any woman provided all his love needs are met; Do the right thing not for deity alone but because it is right; Food tastes better when passionate emotions are used in the making
Just because you may know everything does not mean you can't listen,General,Neutral,Reflective,General,Daily Motivation,67,5,Just because someone doesn't work does not mean they are stupid; Everyone has problems; some just don't know what theirs is yet; Pray like you mean it
There is no sense in persecution of a faith that may essentially be seen as roleplaying,Faith,Neutral,Inspirational,Spirituality,Anytime Wisdom,87,6.5,Never give up the faith in good deeds; There was no sense in diversity in the past; Being original is not always seen as favourable
Emotional avalanches are seen to occur when a certain frame of mind catches like wildfire,General,Neutral,Reflective,General,Anytime Wisdom,89,6.7,Wars occur over the tiniest conflicts; Being original is not always seen as favourable; Pray like you mean it
Continual debriefing in a new job should be a responsibility of all employees,General,Neutral,Reflective,Life Advice,Anytime Wisdom,77,5.8,You can't learn something new from just about anything; There are perks at every job; you just have to learn how to find them; It is not so much to spoil employees with some motivating perks from time to time
"Some individuals are easy to read, others impossible, either way familiarisation is a must",General,Neutral,Reflective,General,Anytime Wisdom,90,6.8,"Death is no easy way out as the afterlife is never certain as such; The inner being may be hard to change, in some cases impossible; Don't believe everything you read but don't mock just about everything either"
Requesting proof is the logical way for certainty,General,Neutral,Reflective,General,Anytime Wisdom,49,3.7,Don't believe mere hearsay with certainty; If your cause is fair then there is always a way; If it is imperative that you reach someone then be sure there is always a way
What you do not understand about this world ‘may' be for your own safety,General,Neutral,Advisory,General,Anytime Wisdom,72,5.4,Ironically there is always a way to compromise safety; This world would not have happiness without entertainers; Some people will never understand the meaning of SYLLAS
If bored reminiscence on the things you did to pass time when younger,General,Neutral,Reflective,General,Anytime Wisdom,69,5.2,"If you know someone is beyond hope, and you did all you could, pass him/her on; Being humble enhances the appreciation for the finer things - all in time; If someone younger than you disrespects you do attempt to regain their respect"
A combination of different artistic works together indicate a story and theme,General,Neutral,Reflective,Life Advice,Anytime Wisdom,77,5.8,War for power never works; There is always a place for you in a story; Even the most unlikely individuals do too have a story to tell
Well placed social catalysts can stop all wars,General,Neutral,Reflective,General,Anytime Wisdom,46,3.5,Think deeply at who starts what wars in wars and for what cause; Wars occur over the tiniest conflicts; Social networks are useful to let others reach out to you
With a good imagination not only can you take a guess at the future but you can shape it,General,Neutral,Reflective,Creativity,Anytime Wisdom,88,6.6,A good imagination is the best escape from poverty; Imagination well used may be better than reading a good book; Never let imagination control your reasoning
"Empires are built by dictators, legacies by countries",General,Neutral,Reflective,General,Anytime Wisdom,53,4,"The empires of the present are encumbered by the mind; Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason"
Etiquette often prohibits us from saying our true heart's emotions on lesse in stress,General,Neutral,Reflective,General,Anytime Wisdom,85,6.4,True friends will take a stab for you; If work is your home then less mental stress follows; Never undermine someone on lesse you do no harm
There are better ways to indicate your fidelity than wearing a ring,General,Neutral,Reflective,General,Anytime Wisdom,67,5,A four colour BIC pen can indulge a child in so many ways; The gift of eloquence in speech does not indicate one's intelligence or wisdom; A combination of different artistic works together indicate a story and theme
I believe that life for ‘believers' is said to last at ‘least' seven thousand years,General,Neutral,Inspirational,General,Anytime Wisdom,83,6.2,If someone has been telling you his/her same problems for years then do something; Be attentive to what is said about you as it reflects your own nature; Believe in the Jack
"If a friend opens up with a secret you loathe - you are free to leave them, but not hurt",General,Neutral,Reflective,Human Nature,Anytime Wisdom,88,6.6,"If you loathe an idol try to understand why others love him/her so dearly; If a friend betrays you once, then again, and then several times more, that person is ‘evil'; Be happy for those that foster trouble free lives"
Genuine travellers seek to relish most of it all,General,Neutral,Reflective,General,Anytime Wisdom,48,3.6,If you seek something but cannot find then try asking instead; Embrace technology but relish simplicity; Every genuine artist has his/her own style
Money laundering and deception prejudices and impacts others dearly,General,Neutral,Reflective,General,Anytime Wisdom,67,5,If you loathe an idol try to understand why others love him/her so dearly; The best people in the world are not full of money but have character; A belief in myths is not altogether foolish if it impacts your next life to be
"If you live in a world where friendships with the opposite sex ultimately involves sex, you have issues",General,Neutral,Reflective,Human Nature,Anytime Wisdom,103,7.7,Without friends nothing would ever get done - ultimately...; Good friendships cannot be bought; It is best to live with some values than none
Depressive individuals usually fall short in the law of averages in whatever medium,General,Neutral,Reflective,General,Anytime Wisdom,83,6.2,Senryu truly ought never be too short; A noble belief is usually for a good cause; Learning from mistakes cuts short one side of our life
Being honest to oneself does clarify,General,Neutral,Reflective,General,Anytime Wisdom,36,2.7,To live utterly honest one needs wisdom; Mental conditioning is best done by oneself with reason; Good advertising does not sell everything if the product does not live up to expectations
Some forms of behaviour have to be left for indoors only - most of the time,General,Neutral,Reflective,General,Anytime Wisdom,75,5.6,"All forms of government work, but to the right people; If your enemies give you a hard time it may be plausible to passively approach them, time and time again - tact is the key; Time and time again I watch individuals bully others with none intervening - why?"
Some dreams cannot be readily interpreted without a clear sequel,Dreams,Reflective,Reflective,Creativity,Evening Reflection,64,4.8,"Never underestimate the power of dreams; Dreams are not prophetic, they are inductive; Originality is almost always readily noticeable"
"If you love a certain creature, or thing, ought you not be trying to protect it?",Love,Neutral,Reflective,Relationships,Anytime Wisdom,80,6,Suillagic terminology ought not be used in love sonnets; Do the right thing not for deity alone but because it is right; Senryu truly ought never be too short
Time and time again I watch individuals bully others with none intervening - why?,General,Neutral,Reflective,General,Anytime Wisdom,81,6.1,"If your enemies give you a hard time it may be plausible to passively approach them, time and time again - tact is the key; It is not so much to spoil employees with some motivating perks from time to time; Learn to ‘let go' when time mandates it so"
If it is imperative that you reach someone then be sure there is always a way,General,Neutral,Advisory,General,Anytime Wisdom,77,5.8,Having control of your own mind is imperative for a life well lived; Social networks are useful to let others reach out to you; If your cause is fair then there is always a way
One hour of somebody's time a week to hear inspiring words is not a bad demand,General,Neutral,Reflective,General,Anytime Wisdom,78,5.9,There is so much beauty in words and it is words that conquers a nation; Remember kind and bad words but dwell on only the kind ones; If someone claims they can do a job good then at least hear his/her reasons
There is meaning behind every dream or experience - do not be scared,Dreams,Reflective,Advisory,Creativity,Evening Reflection,68,5.1,If it has deep meaning it is poetry; Some people will never understand the meaning of SYLLAS; Animals too may experience human-like ills
If bored try to make it an objective to make someone happy and see how that feels,General,Neutral,Reflective,General,Anytime Wisdom,81,6.1,Be happy for others; Too much education may make you blind to life itself; Winning a duel may not always make you the winner
"The simple pleasures, like flying a kite, or using a bike, can be made readily available",General,Neutral,Reflective,General,Anytime Wisdom,88,6.6,Originality is almost always readily noticeable; Pray like you mean it; Some dreams cannot be readily interpreted without a clear sequel
Superstition may be deemed as nonsense but it may have a psychological butterfly effect,General,Neutral,Reflective,General,Anytime Wisdom,87,6.5,"Stereotypes are mostly erroneous and leads to demise, on lesse you get psychological; If you have not understood superstition first hand then you do not know the real world; Do not let superstition control your life, instead learn to appreciate it"
If someone claims they can do a job good then at least hear his/her reasons,General,Neutral,Reflective,Life Advice,Anytime Wisdom,75,5.6,There are perks at every job; you just have to learn how to find them; If someone gives you something precious of theirs make sure you know their reasons; The minute you think you are the only person for a job then ego sets in too
Throughout time reasoning in ethics have warranted that compassion leads to better lives,General,Neutral,Reflective,General,Anytime Wisdom,88,6.6,"Genuine altruism asks for compassion to others en parallel to compassion to self; Never let imagination control your reasoning; If your enemies give you a hard time it may be plausible to passively approach them, time and time again - tact is the key"
Life looks better when good deeds are done with no ill malice,General,Neutral,Reflective,General,Anytime Wisdom,61,4.6,Never give up the faith in good deeds; Get in the habit of doing some good deeds every once in a while at least - good happens; Once you survive rock bottom the world looks different
It is not so much to spoil employees with some motivating perks from time to time,General,Neutral,Reflective,General,Anytime Wisdom,81,6.1,"If your enemies give you a hard time it may be plausible to passively approach them, time and time again - tact is the key; Time and time again I watch individuals bully others with none intervening - why?; There are perks at every job; you just have to learn how to find them"
The minute you think you are the only person for a job then ego sets in too,General,Neutral,Reflective,Life Advice,Anytime Wisdom,75,5.6,"Art does not convey much about a person on lesse you know the person; If you think your experience is unique, think again, you are only human; There are perks at every job; you just have to learn how to find them"
If you cannot explain an occurrence try reaching out,General,Neutral,Reflective,General,Anytime Wisdom,52,3.9,Try not to worry but strive for your identity; If you seek something but cannot find then try asking instead; If current times are hard try something fun
Routines are luxuries in which not all have - so be grateful,General,Neutral,Reflective,General,Anytime Wisdom,60,4.5,"Be grateful for senses; Be grateful for awards; Plants, even plastic ones, are luxuries readily attainable"
Life behind bars whilst innocent does nothing for character building,General,Neutral,Reflective,General,Anytime Wisdom,68,5.1,The best people in the world are not full of money but have character; Persistence is not always a good choice but it builds character; Good advertising does not sell everything if the product does not live up to expectations
There is no reason to lie with a truth well told,Truth,Serious,Reflective,Philosophy,Anytime Wisdom,48,3.6,Truth is for the wise; Learn what reason is; In love only truth is fair
"If you cannot work around the standard times, then make work suit your schedules",General,Neutral,Reflective,Life Advice,Anytime Wisdom,80,6,"All forms of government work, but to the right people; Just because someone doesn't work does not mean they are stupid; Most people want to work - there are always jobs with a good government"
The good ones suffer from seeing others in pain,General,Somber,Reflective,General,Anytime Wisdom,47,3.5,If it hurts for you to see someone else in pain then maybe you are not without hope; Real discovery begins by seeing with new eyes; Some individuals will never experience pain or suffering - feel happy for them
Everyone's lifetime/cycle is different - have you planned ahead?,General,Neutral,Reflective,General,Anytime Wisdom,64,4.8,"Some cause happiness wherever they go and some only in synchrony so planned; Arational is he that does not think ahead; You may not think yourself evil, but ponder every time you put yourself ahead"
In examining history we are able to understand the basics of human heart,General,Neutral,Reflective,General,Anytime Wisdom,72,5.4,When examining history some things are obvious; What you do not understand about this world ‘may' be for your own safety; Learning from history is the quickest way to wisdom
When examining history some things are obvious,General,Neutral,Reflective,General,Anytime Wisdom,46,3.5,"In examining history we are able to understand the basics of human heart; Learning from history is the quickest way to wisdom; However bad things may become, after experiencing downfall once it can all be again"
Only use superstition as a means to inspire positively the self - nothing else,General,Neutral,Reflective,General,Anytime Wisdom,78,5.9,Dispassionate speakers do not inspire; Horded is he/she that accumulates never to see the possessions in use again; Some creatures never cease to inspire the mind of a thinker
Some presents may have an impact on someone that is unimaginable,General,Neutral,Reflective,General,Anytime Wisdom,64,4.8,"Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason; Never fully trust someone without noble values"
Most people want to work - there are always jobs with a good government,General,Neutral,Advisory,Human Nature,Anytime Wisdom,71,5.3,"All forms of government work, but to the right people; If you cannot work around the standard times, then make work suit your schedules; It is strange how we only see the good in people if they conform to our petty mannerisms"
Higher sentience sometimes is perceived odd,General,Neutral,Reflective,General,Anytime Wisdom,43,3.2,"Higher sentience at times needs a good telling off too - man was created with the capacity to reason with them/it, and so we should; Understanding the value of sentience gives us something to fight for; A sudden change from a long standing standard may be relatively perceived in favour"
Racial equality would eliminate most beauty stereotypes,General,Neutral,Reflective,General,Anytime Wisdom,55,4.1,"Stereotypes are mostly erroneous and leads to demise, on lesse you get psychological; It is fun to pick on stereotypes and clashes of cultures, but its best to be mindful; There is so much beauty and representative truth in myths of old"
I do believe certain material possessions can be taken to the afterlife - why not?,General,Neutral,Inspirational,General,Anytime Wisdom,82,6.2,Death is no easy way out as the afterlife is never certain as such; Be careful of brainwashing material on lesse certain it is of good nature; Horded is he/she that accumulates never to see the possessions in use again
If you reach dire old age you still do have a chance to travel in style - worry not if unable,General,Neutral,Reflective,General,Anytime Wisdom,93,7,"In this new age if you truly want to reach out for help be inventive with the WWW; Every genuine artist has his/her own style; Believe in yourself, but if unable to do so at times then rely on others"
"Higher sentience at times needs a good telling off too - man was created with the capacity to reason with them/it, and so we should",General,Neutral,Reflective,General,Anytime Wisdom,131,9.8,Higher sentience sometimes is perceived odd; True magic distorts raw human sentience and good reason; A man can be happy with any woman provided all his love needs are met
If it has deep meaning it is poetry,General,Neutral,Reflective,General,Anytime Wisdom,35,2.6,Some people will never understand the meaning of SYLLAS; There is meaning behind every dream or experience - do not be scared; There is no poetry in vulgarity but sagely contemplation of evil
Hypnosis is a silly thing to be paranoid about - but when young...,General,Neutral,Reflective,General,Anytime Wisdom,66,5,"Mental conditioning is a process best started young; Do the right thing not for deity alone but because it is right; If you love a certain creature, or thing, ought you not be trying to protect it?"
"Appearances, health, or social status are just illusionary criteria of happiness",General,Uplifting,Reflective,General,Anytime Wisdom,80,6,Happiness is being in harmony; Judging individuals entirely by appearances is utterly foolish; This world would not have happiness without entertainers
Some noble ideals are worth pursuing but mayhap not throughout all known territory,General,Neutral,Poetic,General,Daily Motivation,82,6.2,The hearts of men are swayed by noble ideals; Some memories are worth keeping best preserved; Certain ideals are admirable by both evil and good alike
To follow a trend is just natural but to understand a trend is wisdom,Wisdom,Neutral,Reflective,Philosophy,Anytime Wisdom,69,5.2,To build is a natural instinct in nature overcome by comfort; What you do not understand about this world ‘may' be for your own safety; Do not completely underestimate the wisdom from the past
I never imagined how much fun poetry was ‘till three friends gave me separate reasons,Humor,Reflective,Advisory,Human Nature,Lighthearted Moment,85,6.4,Without friends nothing would ever get done - ultimately...; It is always fun helping; If it has deep meaning it is poetry
Without friends nothing would ever get done - ultimately...,General,Neutral,Reflective,Human Nature,Anytime Wisdom,59,4.4,Speak highly of your friends because it reflect your own self ultimately; True friends will take a stab for you; Good friends ‘may' think alike
"C'mon, serious!? UFO's! Here? On Earth? Well, at least it is not an alien.",General,Neutral,Reflective,General,Anytime Wisdom,74,5.6,"Compare yourself to others only in a noble and just manner - lest you create envy in others; Pay your dues and be kind to other's requests but never depart from moral reason, not necessarily your reason; Never fully trust someone without noble values"
Grown up fairy tales can be understood on so many different levels,General,Neutral,Reflective,General,Anytime Wisdom,66,5,Stupid things we do can turn into great tales; If you have not understood superstition first hand then you do not know the real world; Be realistic and don't compete at amateur levels against trained professionals
Grow to love your identity,"Love, Identity",Neutral,Reflective,Relationships,Anytime Wisdom,26,2,Make good impressions on children because one day they will grow up with you in mind; Try not to worry but strive for your identity; Favouritism will only get you so far but it gives you identity
Micro communities exist,General,Neutral,Reflective,General,Anytime Wisdom,23,1.7,Melodies of peaceful nature exist in every culture; If things feel bad realize worse emotions exist; Compare yourself to others only in a noble and just manner - lest you create envy in others
Minor differences have killed many throughout time,General,Neutral,Reflective,General,Anytime Wisdom,50,3.8,"If your enemies give you a hard time it may be plausible to passively approach them, time and time again - tact is the key; Time and time again I watch individuals bully others with none intervening - why?; It is not so much to spoil employees with some motivating perks from time to time"
If someone acts distant do try to thoroughly discover their reasons,General,Neutral,Reflective,General,Anytime Wisdom,67,5,If someone claims they can do a job good then at least hear his/her reasons; If someone gives you something precious of theirs make sure you know their reasons; Try not to worry but strive for your identity
This world would not have happiness without entertainers,General,Uplifting,Reflective,General,Anytime Wisdom,56,4.2,Happiness is being in harmony; What you do not understand about this world ‘may' be for your own safety; If personal happiness then cherish it deeply for it may not last
Support those stores that bring a smile to your face because one day they could vanish,General,Uplifting,Reflective,General,Anytime Wisdom,86,6.5,In the face of hysteria its best to keep stern; You may not realise the face of poverty until it comes to you; Living is always finding a reason to live in face of all
You may not realise the face of poverty until it comes to you,General,Neutral,Reflective,General,Anytime Wisdom,61,4.6,A good imagination is the best escape from poverty; Appreciate good fortune when it comes to you; Love comes and goes many times over but a soulmate may only come once
Sometimes you have to accept people for what they are as common human nature,General,Neutral,Reflective,Human Nature,Anytime Wisdom,76,5.7,Hesitating is a common nature in all as an act of self preservation; Believe in the kindness and common sense of corporations that share; Animals too may experience human-like ills
"Sure, there is talk about many known secret societies, but what of the unknown?",General,Neutral,Reflective,General,Daily Motivation,79,5.9,The most perfect individuals are often unknown; Teamwork is vital for the wellbeing of most societies; Stalkers ought to make an attempt to talk to their victims
Wicked are wars that see human beings as chess pieces,General,Neutral,Reflective,General,Anytime Wisdom,53,4,Think deeply at who starts what wars in wars and for what cause; Understand that even the nastiest of beings may have problems too; Revenge is not only a tool for the wicked
Do not completely underestimate the wisdom from the past,Wisdom,Neutral,Advisory,Philosophy,Anytime Wisdom,56,4.2,There was no sense in diversity in the past; Never underestimate the power of dreams; Don't ever underestimate the might of agility
"If asked to do something foolish while drunk, please think things utterly through first",General,Neutral,Reflective,General,Anytime Wisdom,87,6.5,"Judging individuals entirely by appearances is utterly foolish; If you think your experience is unique, think again, you are only human; Embrace A.I. - think!"
Animals too may experience human-like ills,General,Neutral,Reflective,General,Anytime Wisdom,42,3.2,"If you think your experience is unique, think again, you are only human; Pray like you mean it; It is hard to imagine venomous animals to be friend of man"
Melodies of peaceful nature exist in every culture,General,Neutral,Reflective,General,Anytime Wisdom,50,3.8,Micro communities exist; Respect and admiration for a different culture does not label you a traitor; If things feel bad realize worse emotions exist
Once someone told me to think laterally so I turned my head to the side,General,Neutral,Reflective,General,Anytime Wisdom,71,5.3,"If you think your experience is unique, think again, you are only human; Embrace A.I. - think!; There is no reason to lie with a truth well told"
Hellraiser knows everything about pain - be him really fictional?,General,Somber,Reflective,General,Daily Motivation,65,4.9,If it hurts for you to see someone else in pain then maybe you are not without hope; The good ones suffer from seeing others in pain; The only ultimate wisdom knows to be reasonably and rationally relative
Believe in the power of good because there is not much else to rely on,General,Neutral,Inspirational,General,Anytime Wisdom,70,5.3,"Believe in yourself, but if unable to do so at times then rely on others; Never underestimate the power of dreams; Believe in the Jack"
Slandering and harming others because of envy is utterly evil,Ethics,Serious,Reflective,Ethics,Anytime Wisdom,61,4.6,To live utterly honest one needs wisdom; Compare yourself to others only in a noble and just manner - lest you create envy in others; Evil's greatest fallacy is its capacity to feel love - true evil feels none so be very beware
Nations that unite rapidly certainly have a common nobler cause,General,Neutral,Reflective,General,Anytime Wisdom,63,4.7,If your cause is fair then there is always a way; Sometimes you have to accept people for what they are as common human nature; Great nations are inspired by beauty in whatever country
True magic distorts raw human sentience and good reason,General,Neutral,Reflective,General,Anytime Wisdom,55,4.1,"Higher sentience at times needs a good telling off too - man was created with the capacity to reason with them/it, and so we should; Learn what reason is; True friends will take a stab for you"
"Dreams are not prophetic, they are inductive",Dreams,Reflective,Reflective,Creativity,Evening Reflection,44,3.3,Never underestimate the power of dreams; Islam practice is inductive towards great discipline; Some dreams cannot be readily interpreted without a clear sequel
